물건번호,사건번호,물건종류,소재지,감정가,최저입찰가,낙찰가,입찰자수,면적,경매회차,지역,낙찰률,수집일시
SAMPLE-001013,2024타경99218,다세대,경기 남구,128068408,128068408,128068408,6,51.14,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001014,2024타경93605,아파트,부산 중구,168626407,69069376,87102482,2,141.28,5,부산,0.5165,2026-02-02 20:53:01
SAMPLE-001015,2024타경68958,다세대,서울 서초구,497882863,497882863,497882863,14,112.91,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001016,2024타경26150,다세대,경기 남구,548745380,280957634,328346687,2,101.09,4,경기,0.5984,2026-02-02 20:53:01
SAMPLE-001017,2024타경87027,상가,기타 강남구,309539938,247631950,247631950,4,153.43,2,기타,0.8,2026-02-02 20:53:01
SAMPLE-001018,2024타경70217,오피스텔,경기 남구,535037076,535037076,535037076,9,30.72,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001019,2024타경82307,다세대,서울 남구,126817547,101454038,101454038,5,57.92,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-001020,2024타경94577,다세대,기타 중구,174255567,174255567,174255567,4,82.64,1,기타,1.0,2026-02-02 20:53:01
SAMPLE-001021,2024타경80540,상가,서울 강남구,496614111,496614111,496614111,13,161.46,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001022,2024타경49585,아파트,대구 서초구,103868889,53180871,60634424,1,116.87,4,대구,0.5838,2026-02-02 20:53:01
SAMPLE-001023,2024타경72054,아파트,경기 송파구,894376240,715500992,715500992,4,44.99,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-001024,2024타경23706,단독주택,경기 남구,770155557,770155557,770155557,16,54.59,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001025,2024타경21117,다세대,기타 서초구,134734093,86229819,86229819,1,72.27,3,기타,0.64,2026-02-02 20:53:01
SAMPLE-001026,2024타경68568,상가,기타 중구,1330327272,1330327272,1330327272,6,142.47,1,기타,1.0,2026-02-02 20:53:01
SAMPLE-001027,2024타경11825,다세대,경기 중구,259110962,207288770,207288770,8,47.51,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-001028,2024타경93162,오피스텔,서울 강남구,813889088,651111270,655695757,9,74.7,2,서울,0.8056,2026-02-02 20:53:01
SAMPLE-001029,2024타경20796,상가,경기 강남구,910347742,582622555,582622555,2,84.21,3,경기,0.64,2026-02-02 20:53:01
SAMPLE-001030,2024타경99971,오피스텔,서울 중구,145247456,92958372,94725936,3,25.3,3,서울,0.6522,2026-02-02 20:53:01
SAMPLE-001031,2024타경25120,다세대,경기 남구,563718488,288623865,311551682,2,94.36,4,경기,0.5527,2026-02-02 20:53:01
SAMPLE-001032,2024타경69701,다세대,서울 서초구,299502356,239601885,239601885,5,39.79,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-001033,2024타경52459,오피스텔,서울 강남구,882309837,705847870,705847870,5,55.27,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-001034,2024타경62282,단독주택,경기 강남구,245935439,125918945,136380174,1,72.25,4,경기,0.5545,2026-02-02 20:53:01
SAMPLE-001035,2024타경59039,단독주택,경기 강남구,927094282,593340340,593340340,2,97.29,3,경기,0.64,2026-02-02 20:53:01
SAMPLE-001036,2024타경80185,다세대,서울 남구,685513037,438728343,477138328,5,81.17,3,서울,0.696,2026-02-02 20:53:01
SAMPLE-001037,2024타경89017,다세대,서울 송파구,101097785,101097785,101097785,6,42.32,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001038,2024타경86610,오피스텔,경기 남구,442595372,442595372,442595372,3,63.25,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001039,2024타경98612,상가,서울 송파구,2431168680,1944934944,1944934944,7,112.34,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-001040,2024타경25133,오피스텔,서울 송파구,463426235,463426235,463426235,5,75.91,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001041,2024타경19201,단독주택,기타 강남구,437828499,437828499,437828499,11,100.78,1,기타,1.0,2026-02-02 20:53:01
SAMPLE-001042,2024타경38794,다세대,서울 중구,534166381,534166381,534166381,9,49.93,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001043,2024타경50067,상가,서울 서초구,1304241560,1043393248,1043393248,5,47.54,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-001044,2024타경86368,아파트,부산 서초구,229479168,229479168,229479168,6,108.43,1,부산,1.0,2026-02-02 20:53:01
SAMPLE-001045,2024타경46294,상가,서울 서초구,1769669548,1415735638,1415735638,7,165.68,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-001046,2024타경49687,오피스텔,인천 서초구,93589716,59897418,60923830,2,66.81,3,인천,0.651,2026-02-02 20:53:01
SAMPLE-001047,2024타경74813,오피스텔,부산 송파구,475401438,304256920,304256920,3,43.34,3,부산,0.64,2026-02-02 20:53:01
SAMPLE-001048,2024타경37955,단독주택,부산 남구,228681704,228681704,228681704,10,49.94,1,부산,1.0,2026-02-02 20:53:01
SAMPLE-001049,2024타경82138,단독주택,인천 강남구,790667159,632533727,632533727,3,103.58,2,인천,0.8,2026-02-02 20:53:01
SAMPLE-001050,2024타경13140,상가,경기 서초구,1891908630,1513526904,1513526904,3,116.01,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-001051,2024타경80270,아파트,서울 강남구,1211327368,775249516,830443553,2,69.67,3,서울,0.6856,2026-02-02 20:53:01
SAMPLE-001052,2024타경91919,상가,인천 서초구,1766013515,1412810812,1412810812,5,73.64,2,인천,0.8,2026-02-02 20:53:01
SAMPLE-001053,2024타경58436,상가,서울 남구,2445269359,1956215487,1956215487,7,138.5,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-001054,2024타경20327,다세대,서울 중구,561846515,561846515,561846515,19,97.96,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001055,2024타경10168,단독주택,부산 중구,639695404,409405058,409405058,2,35.92,3,부산,0.64,2026-02-02 20:53:01
SAMPLE-001056,2024타경18712,오피스텔,경기 남구,343566990,274853592,274853592,3,52.1,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-001057,2024타경79817,단독주택,서울 서초구,963107230,963107230,963107230,22,79.22,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001058,2024타경75298,아파트,기타 남구,361684319,361684319,361684319,4,47.14,1,기타,1.0,2026-02-02 20:53:01
SAMPLE-001059,2024타경66632,다세대,경기 중구,538215786,538215786,538215786,12,76.97,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001060,2024타경21654,다세대,서울 서초구,697274727,697274727,697274727,11,34.89,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001061,2024타경52541,단독주택,경기 서초구,249552972,127771121,134997949,1,39.19,4,경기,0.541,2026-02-02 20:53:01
SAMPLE-001062,2024타경71354,다세대,경기 남구,512780652,410224522,410224522,9,46.67,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-001063,2024타경85923,다세대,인천 강남구,89704271,89704271,89704271,6,48.63,1,인천,1.0,2026-02-02 20:53:01
SAMPLE-001064,2024타경43993,아파트,대구 중구,853543378,853543378,853543378,7,99.77,1,대구,1.0,2026-02-02 20:53:01
SAMPLE-001065,2024타경52380,다세대,서울 서초구,113399020,72575373,72575373,3,36.04,3,서울,0.64,2026-02-02 20:53:01
SAMPLE-001066,2024타경68215,아파트,경기 송파구,1027848672,1027848672,1027848672,14,43.25,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001067,2024타경67142,아파트,경기 중구,139511965,89287658,97084607,3,106.94,3,경기,0.6959,2026-02-02 20:53:01
SAMPLE-001068,2024타경24866,다세대,대구 남구,347253998,277803198,277803198,2,74.72,2,대구,0.8,2026-02-02 20:53:01
SAMPLE-001069,2024타경59240,오피스텔,서울 서초구,324771505,324771505,324771505,5,41.68,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001070,2024타경24227,아파트,서울 강남구,1107693739,567139194,771164905,3,46.75,4,서울,0.6962,2026-02-02 20:53:01
SAMPLE-001071,2024타경12751,다세대,부산 중구,370577435,296461948,296461948,4,40.39,2,부산,0.8,2026-02-02 20:53:01
SAMPLE-001072,2024타경69269,아파트,부산 남구,796602981,796602981,796602981,9,71.02,1,부산,1.0,2026-02-02 20:53:01
SAMPLE-001073,2024타경56809,오피스텔,기타 서초구,370068027,236843537,236843537,1,20.93,3,기타,0.64,2026-02-02 20:53:01
SAMPLE-001074,2024타경59421,단독주택,서울 남구,997983446,997983446,997983446,10,69.22,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001075,2024타경14843,단독주택,인천 중구,487601765,487601765,487601765,6,60.02,1,인천,1.0,2026-02-02 20:53:01
SAMPLE-001076,2024타경70663,단독주택,대구 송파구,313070696,250456556,250456556,3,57.09,2,대구,0.8,2026-02-02 20:53:01
SAMPLE-001077,2024타경54767,단독주택,부산 송파구,410656382,262820085,262820085,2,103.45,3,부산,0.64,2026-02-02 20:53:01
SAMPLE-001078,2024타경61224,아파트,경기 송파구,1194041513,764186568,796109889,3,102.02,3,경기,0.6667,2026-02-02 20:53:01
SAMPLE-001079,2024타경25327,단독주택,경기 강남구,895682043,716545634,716545634,4,52.96,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-001080,2024타경88183,상가,경기 송파구,875057919,700046335,700046335,6,34.79,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-001081,2024타경56556,단독주택,서울 송파구,684852019,684852019,684852019,7,68.58,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001082,2024타경81473,단독주택,인천 서초구,612773098,490218478,490218478,4,109.04,2,인천,0.8,2026-02-02 20:53:01
SAMPLE-001083,2024타경82868,오피스텔,기타 강남구,139989053,89592994,89592994,1,61.65,3,기타,0.64,2026-02-02 20:53:01
SAMPLE-001084,2024타경48217,오피스텔,서울 송파구,380171819,243309964,265714832,4,74.91,3,서울,0.6989,2026-02-02 20:53:01
SAMPLE-001085,2024타경54549,단독주택,경기 중구,884501200,707600960,707600960,3,31.89,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-001086,2024타경62273,단독주택,인천 강남구,469615856,240443318,256249822,1,76.52,4,인천,0.5457,2026-02-02 20:53:01
SAMPLE-001087,2024타경16309,상가,서울 중구,2486254841,1989003873,1989003873,4,94.71,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-001088,2024타경26793,오피스텔,경기 남구,349974734,279979787,279979787,5,54.43,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-001089,2024타경31910,단독주택,경기 강남구,459996935,294398038,294398038,2,78.52,3,경기,0.64,2026-02-02 20:53:01
SAMPLE-001090,2024타경78203,아파트,부산 강남구,263000844,263000844,263000844,5,44.95,1,부산,1.0,2026-02-02 20:53:01
SAMPLE-001091,2024타경67888,오피스텔,경기 서초구,469017409,300171141,319855636,3,42.05,3,경기,0.682,2026-02-02 20:53:01
SAMPLE-001092,2024타경43488,상가,경기 중구,438868265,351094612,351094612,3,97.73,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-001093,2024타경45411,오피스텔,서울 중구,491261255,314407203,376671227,8,36.19,3,서울,0.7667,2026-02-02 20:53:01
SAMPLE-001094,2024타경60338,단독주택,기타 서초구,196818719,125963980,125963980,2,102.87,3,기타,0.64,2026-02-02 20:53:01
SAMPLE-001095,2024타경13717,단독주택,부산 중구,281736739,225389391,225389391,4,90.08,2,부산,0.8,2026-02-02 20:53:01
SAMPLE-001096,2024타경21569,단독주택,경기 중구,891054128,570274642,570274642,4,61.42,3,경기,0.64,2026-02-02 20:53:01
SAMPLE-001097,2024타경37387,상가,경기 송파구,1539895518,1539895518,1539895518,5,49.01,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001098,2024타경67300,오피스텔,부산 강남구,504120275,206487665,269142587,2,72.31,5,부산,0.5339,2026-02-02 20:53:01
SAMPLE-001099,2024타경45862,다세대,서울 남구,711187452,711187452,711187452,11,118.61,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001100,2024타경11237,아파트,부산 중구,111809913,71558344,74884214,4,74.74,3,부산,0.6697,2026-02-02 20:53:01
SAMPLE-001101,2024타경62774,다세대,서울 남구,329667863,329667863,329667863,6,89.42,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001102,2024타경65891,단독주택,인천 강남구,326162512,260930009,260930009,6,51.63,2,인천,0.8,2026-02-02 20:53:01
SAMPLE-001103,2024타경89211,상가,서울 남구,1630426052,1043472673,1043472673,1,143.61,3,서울,0.64,2026-02-02 20:53:01
SAMPLE-001104,2024타경58960,상가,서울 중구,1535913881,982984883,982984883,3,154.77,3,서울,0.64,2026-02-02 20:53:01
SAMPLE-001105,2024타경56745,상가,경기 중구,2387560073,2387560073,2387560073,13,105.2,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001106,2024타경76556,아파트,부산 남구,603920517,483136414,483136414,3,149.25,2,부산,0.8,2026-02-02 20:53:01
SAMPLE-001107,2024타경12082,오피스텔,인천 남구,472117178,472117178,472117178,6,28.94,1,인천,1.0,2026-02-02 20:53:01
SAMPLE-001108,2024타경81922,오피스텔,서울 송파구,839002250,839002250,839002250,11,47.04,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001109,2024타경17012,다세대,경기 중구,413471317,264621643,264621643,3,75.37,3,경기,0.64,2026-02-02 20:53:01
SAMPLE-001110,2024타경36378,상가,서울 서초구,882361233,705888986,705888986,5,82.21,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-001111,2024타경34601,오피스텔,서울 송파구,705647887,451614648,465208586,2,62.14,3,서울,0.6593,2026-02-02 20:53:01
SAMPLE-001112,2024타경46516,상가,경기 송파구,1168845070,935076056,935076056,4,146.79,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-001113,2024타경29650,아파트,부산 서초구,238147301,190517841,190517841,4,46.48,2,부산,0.8,2026-02-02 20:53:01
SAMPLE-001114,2024타경59577,다세대,경기 서초구,471500770,471500770,471500770,9,77.21,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001115,2024타경84891,단독주택,경기 송파구,949156840,949156840,949156840,17,83.05,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001116,2024타경90000,상가,경기 중구,335200536,335200536,335200536,7,153.52,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001117,2024타경82836,다세대,부산 남구,241456249,98900479,122208154,1,43.85,5,부산,0.5061,2026-02-02 20:53:01
SAMPLE-001118,2024타경26643,단독주택,기타 서초구,485593039,485593039,485593039,9,115.42,1,기타,1.0,2026-02-02 20:53:01
SAMPLE-001119,2024타경21829,아파트,경기 서초구,402862683,322290146,336890446,6,106.85,2,경기,0.8362,2026-02-02 20:53:01
SAMPLE-001120,2024타경34592,상가,기타 서초구,256068680,256068680,256068680,7,52.09,1,기타,1.0,2026-02-02 20:53:01
SAMPLE-001121,2024타경26756,오피스텔,대구 중구,271524735,217219788,217219788,4,79.96,2,대구,0.8,2026-02-02 20:53:01
SAMPLE-001122,2024타경79529,단독주택,대구 송파구,712002847,712002847,712002847,7,55.35,1,대구,1.0,2026-02-02 20:53:01
SAMPLE-001123,2024타경13709,아파트,부산 남구,180041720,92181360,113400212,3,78.57,4,부산,0.6299,2026-02-02 20:53:01
SAMPLE-001124,2024타경11634,단독주택,부산 중구,599966003,599966003,599966003,9,71.34,1,부산,1.0,2026-02-02 20:53:01
SAMPLE-001125,2024타경12870,상가,부산 강남구,1502055481,1502055481,1502055481,5,187.33,1,부산,1.0,2026-02-02 20:53:01
SAMPLE-001126,2024타경41174,단독주택,경기 강남구,764818695,764818695,764818695,9,90.33,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001127,2024타경69341,아파트,서울 서초구,1280473551,1280473551,1280473551,10,127.65,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001128,2024타경25933,다세대,대구 송파구,242673808,155311237,157758170,2,64.33,3,대구,0.6501,2026-02-02 20:53:01
SAMPLE-001129,2024타경17965,단독주택,서울 송파구,619477037,495581629,495581629,3,43.95,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-001130,2024타경72970,다세대,기타 남구,165419701,132335761,132335761,3,119.21,2,기타,0.8,2026-02-02 20:53:01
SAMPLE-001131,2024타경19542,단독주택,서울 강남구,492185144,251998794,294989699,1,96.71,4,서울,0.5993,2026-02-02 20:53:01
SAMPLE-001132,2024타경75057,상가,서울 송파구,1730911361,1107783271,1107783271,4,70.45,3,서울,0.64,2026-02-02 20:53:01
SAMPLE-001133,2024타경89517,상가,대구 강남구,222487492,177989994,177989994,3,151.26,2,대구,0.8,2026-02-02 20:53:01
SAMPLE-001134,2024타경36921,단독주택,인천 중구,483130454,483130454,483130454,14,95.32,1,인천,1.0,2026-02-02 20:53:01
SAMPLE-001135,2024타경92782,아파트,기타 강남구,521030076,333459249,337394288,1,51.42,3,기타,0.6476,2026-02-02 20:53:01
SAMPLE-001136,2024타경52296,오피스텔,경기 강남구,591771649,302987084,339277578,2,67.4,4,경기,0.5733,2026-02-02 20:53:01
SAMPLE-001137,2024타경63780,오피스텔,부산 남구,540855919,540855919,540855919,16,59.05,1,부산,1.0,2026-02-02 20:53:01
SAMPLE-001138,2024타경97472,단독주택,대구 서초구,383440817,383440817,383440817,8,68.12,1,대구,1.0,2026-02-02 20:53:01
SAMPLE-001139,2024타경12221,아파트,경기 남구,457940999,293082239,322242639,2,117.87,3,경기,0.7037,2026-02-02 20:53:01
SAMPLE-001140,2024타경42402,상가,경기 송파구,140918986,112735189,112735189,4,159.56,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-001141,2024타경34225,단독주택,경기 강남구,514560492,411648393,411648393,2,54.73,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-001142,2024타경84681,단독주택,경기 서초구,421779051,337423240,337423240,5,44.55,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-001143,2024타경14739,다세대,경기 서초구,328914668,328914668,328914668,11,78.8,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001144,2024타경66153,상가,경기 중구,1613281695,1032500285,1032500285,2,57.01,3,경기,0.64,2026-02-02 20:53:01
SAMPLE-001145,2024타경82944,오피스텔,부산 서초구,378420651,302736520,302736520,2,31.65,2,부산,0.8,2026-02-02 20:53:01
SAMPLE-001146,2024타경22268,오피스텔,서울 남구,469050544,469050544,469050544,13,60.75,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001147,2024타경17426,단독주택,서울 중구,1104127416,706641546,706641546,3,68.64,3,서울,0.64,2026-02-02 20:53:01
SAMPLE-001148,2024타경97638,오피스텔,서울 남구,310100543,158771478,224737619,3,35.39,4,서울,0.7247,2026-02-02 20:53:01
SAMPLE-001149,2024타경30826,아파트,서울 남구,180598183,115582837,130740973,5,141.49,3,서울,0.7239,2026-02-02 20:53:01
SAMPLE-001150,2024타경82337,단독주택,부산 송파구,395719998,395719998,395719998,3,36.97,1,부산,1.0,2026-02-02 20:53:01
SAMPLE-001151,2024타경57052,상가,기타 중구,243470318,99725442,121735159,1,62.98,5,기타,0.5,2026-02-02 20:53:01
SAMPLE-001152,2024타경52973,단독주택,부산 서초구,386113440,197690081,223300299,2,50.2,4,부산,0.5783,2026-02-02 20:53:01
SAMPLE-001153,2024타경92209,다세대,서울 중구,457716786,457716786,457716786,7,96.15,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001154,2024타경32129,단독주택,서울 서초구,387564916,387564916,387564916,13,70.12,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001155,2024타경79499,상가,인천 중구,331287154,212023779,212023779,2,182.2,3,인천,0.64,2026-02-02 20:53:01
SAMPLE-001156,2024타경44905,단독주택,부산 남구,431019663,344815730,344815730,4,113.34,2,부산,0.8,2026-02-02 20:53:01
SAMPLE-001157,2024타경68611,다세대,서울 송파구,450708981,450708981,450708981,13,105.85,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001158,2024타경94285,아파트,인천 서초구,382988797,196090264,254672525,2,45.61,4,인천,0.665,2026-02-02 20:53:01
SAMPLE-001159,2024타경42970,아파트,인천 송파구,937474928,749979942,749979942,2,60.27,2,인천,0.8,2026-02-02 20:53:01
SAMPLE-001160,2024타경30733,아파트,서울 송파구,667745377,427357041,490135569,3,47.56,3,서울,0.734,2026-02-02 20:53:01
SAMPLE-001161,2024타경26494,오피스텔,서울 중구,824590462,422190316,504626825,4,79.92,4,서울,0.612,2026-02-02 20:53:01
SAMPLE-001162,2024타경74936,상가,대구 강남구,164330962,105171816,105171816,2,102.92,3,대구,0.64,2026-02-02 20:53:01
SAMPLE-001163,2024타경79711,다세대,경기 송파구,81531756,52180323,55679875,4,62.79,3,경기,0.6829,2026-02-02 20:53:01
SAMPLE-001164,2024타경54974,단독주택,인천 강남구,177606457,142085165,142085165,5,78.34,2,인천,0.8,2026-02-02 20:53:01
SAMPLE-001165,2024타경77419,상가,서울 송파구,580002433,464001946,464001946,5,51.27,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-001166,2024타경98366,상가,대구 중구,806688731,645350985,645350985,3,101.65,2,대구,0.8,2026-02-02 20:53:01
SAMPLE-001167,2024타경18048,단독주택,서울 송파구,1077194766,689404650,771198481,6,95.89,3,서울,0.7159,2026-02-02 20:53:01
SAMPLE-001168,2024타경27822,아파트,경기 강남구,532061949,532061949,532061949,11,147.02,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001169,2024타경42894,상가,경기 남구,264833346,211866677,211866677,4,76.85,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-001170,2024타경99782,다세대,경기 남구,214306274,171445019,171445019,5,49.33,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-001171,2024타경69432,아파트,인천 남구,446279575,228495142,285125017,1,81.79,4,인천,0.6389,2026-02-02 20:53:01
SAMPLE-001172,2024타경36817,상가,서울 중구,2242228608,2242228608,2242228608,20,130.15,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001173,2024타경28001,오피스텔,경기 송파구,240192436,240192436,240192436,9,58.97,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001174,2024타경47252,상가,서울 서초구,2352355850,1505507744,1522768970,4,175.47,3,서울,0.6473,2026-02-02 20:53:01
SAMPLE-001175,2024타경92941,상가,대구 서초구,968777058,968777058,968777058,6,128.79,1,대구,1.0,2026-02-02 20:53:01
SAMPLE-001176,2024타경23348,상가,인천 강남구,1308990824,837754127,839556344,3,196.27,3,인천,0.6414,2026-02-02 20:53:01
SAMPLE-001177,2024타경17943,다세대,경기 송파구,77438571,61950856,61950856,6,70.13,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-001178,2024타경21565,다세대,기타 남구,333291224,266632979,266632979,3,58.33,2,기타,0.8,2026-02-02 20:53:01
SAMPLE-001179,2024타경47043,다세대,부산 송파구,296956540,121633399,151267791,1,54.24,5,부산,0.5094,2026-02-02 20:53:01
SAMPLE-001180,2024타경91544,단독주택,서울 송파구,277564647,222051717,222051717,5,85.59,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-001181,2024타경54555,상가,서울 송파구,2789478590,2789478590,2789478590,11,127.19,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001182,2024타경26439,오피스텔,부산 남구,255757936,255757936,255757936,6,41.08,1,부산,1.0,2026-02-02 20:53:01
SAMPLE-001183,2024타경79098,상가,서울 중구,2201367661,1761094129,1761094129,3,79.15,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-001184,2024타경90439,상가,부산 남구,395924543,395924543,395924543,8,57.92,1,부산,1.0,2026-02-02 20:53:01
SAMPLE-001185,2024타경48660,아파트,대구 서초구,399365289,319492231,319492231,1,115.84,2,대구,0.8,2026-02-02 20:53:01
SAMPLE-001186,2024타경62872,다세대,서울 송파구,612970021,392300813,403698958,4,101.86,3,서울,0.6586,2026-02-02 20:53:01
SAMPLE-001187,2024타경81600,오피스텔,경기 송파구,349950649,349950649,349950649,11,55.33,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001188,2024타경68896,오피스텔,기타 중구,318737534,318737534,318737534,7,42.04,1,기타,1.0,2026-02-02 20:53:01
SAMPLE-001189,2024타경21631,다세대,대구 서초구,317928907,254343126,254343126,3,89.78,2,대구,0.8,2026-02-02 20:53:01
SAMPLE-001190,2024타경72987,단독주택,경기 송파구,831759114,831759114,831759114,5,64.26,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001191,2024타경28043,상가,인천 남구,666248910,532999128,532999128,5,52.01,2,인천,0.8,2026-02-02 20:53:01
SAMPLE-001192,2024타경34717,단독주택,서울 중구,1028863170,1028863170,1028863170,10,112.46,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001193,2024타경87895,오피스텔,부산 중구,170722329,136577863,136577863,3,34.2,2,부산,0.8,2026-02-02 20:53:01
SAMPLE-001194,2024타경43469,다세대,대구 남구,332200481,265760385,265760385,3,117.39,2,대구,0.8,2026-02-02 20:53:01
SAMPLE-001195,2024타경50522,상가,부산 남구,1952717563,1952717563,1952717563,8,182.48,1,부산,1.0,2026-02-02 20:53:01
SAMPLE-001196,2024타경85858,다세대,인천 송파구,279349741,279349741,279349741,10,81.5,1,인천,1.0,2026-02-02 20:53:01
SAMPLE-001197,2024타경73556,상가,부산 남구,485641886,485641886,485641886,7,176.59,1,부산,1.0,2026-02-02 20:53:01
SAMPLE-001198,2024타경13463,다세대,경기 중구,194631615,194631615,194631615,5,90.88,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001199,2024타경89712,아파트,경기 남구,624803340,624803340,624803340,12,113.97,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001200,2024타경81504,단독주택,서울 강남구,436703629,349362903,349362903,4,83.03,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-001201,2024타경49440,오피스텔,경기 서초구,471874226,471874226,471874226,12,55.27,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001202,2024타경84147,단독주택,경기 서초구,564884526,289220877,339670171,3,35.67,4,경기,0.6013,2026-02-02 20:53:01
SAMPLE-001203,2024타경32247,상가,대구 송파구,1617639742,1617639742,1617639742,8,61.64,1,대구,1.0,2026-02-02 20:53:01
SAMPLE-001204,2024타경99767,상가,부산 중구,789374576,505199729,505199729,2,44.56,3,부산,0.64,2026-02-02 20:53:01
SAMPLE-001205,2024타경67163,단독주택,서울 송파구,1111106533,1111106533,1111106533,13,115.52,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001206,2024타경14837,단독주택,경기 서초구,720242579,460955250,460955250,4,50.83,3,경기,0.64,2026-02-02 20:53:01
SAMPLE-001207,2024타경37961,단독주택,서울 강남구,309160316,309160316,309160316,13,96.44,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001208,2024타경54696,단독주택,부산 송파구,342103087,273682469,273682469,4,98.22,2,부산,0.8,2026-02-02 20:53:01
SAMPLE-001209,2024타경64157,오피스텔,경기 송파구,372631684,238484277,240946018,3,30.34,3,경기,0.6466,2026-02-02 20:53:01
SAMPLE-001210,2024타경69783,상가,경기 서초구,2171054293,889263838,1085527146,1,156.11,5,경기,0.5,2026-02-02 20:53:01
SAMPLE-001211,2024타경75841,아파트,서울 강남구,1048622904,1048622904,1048622904,10,96.09,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001212,2024타경74036,아파트,경기 남구,1103045375,705949040,751993147,5,44.79,3,경기,0.6817,2026-02-02 20:53:01
SAMPLE-001213,2024타경57128,아파트,서울 강남구,907815004,581001602,662763094,2,112.71,3,서울,0.7301,2026-02-02 20:53:01
SAMPLE-001214,2024타경70992,상가,서울 송파구,2419028947,1935223158,1935223158,6,44.32,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-001215,2024타경62262,아파트,대구 송파구,108086352,86469082,86469082,5,126.03,2,대구,0.8,2026-02-02 20:53:01
