물건번호,사건번호,물건종류,소재지,감정가,최저입찰가,낙찰가,입찰자수,면적,경매회차,지역,낙찰률,수집일시,감정가_log,최저입찰가_log,최저가율,입찰자수_log,경쟁지수,면적_log,평당감정가,평당감정가_log,경매회차_제곱,회차페널티,지역_encoded,지역_경기,지역_기타,지역_대구,지역_부산,지역_서울,지역_인천,물건종류_encoded,물건종류_다세대,물건종류_단독주택,물건종류_상가,물건종류_아파트,물건종류_오피스텔,감정가x입찰자수,최저가율x입찰자수,면적x입찰자수,가격구간,가격구간_1억이하,가격구간_1-3억,가격구간_3-5억,가격구간_5-10억,가격구간_10억이상
SAMPLE-001113,2024타경29650,아파트,부산 서초구,238147301,190517841,190517841,4,46.48,2,부산,0.8000000008398164,2026-02-02 20:53:01,19.288399956152638,19.06525640693797,0.8000000008398164,1.6094379124341003,0.6036369123971931,3.860308569741467,16937689.435427662,16.64505189996107,4,0.9,3,False,False,False,True,False,False,3,False,False,False,True,False,31.043482159624293,3.2000000033592655,6.212926965836174,1-3억,False,True,False,False,False
SAMPLE-001114,2024타경59577,다세대,경기 서초구,471500770,471500770,471500770,9,77.21,1,경기,1.0,2026-02-02 20:53:01,19.971431295243235,19.971431295243235,1.0,2.302585092994046,1.3581830528936845,4.35939751661352,20187543.471117195,16.82057636184836,1,1.0,0,True,False,False,False,False,False,0,True,False,False,False,False,45.98591998618184,9.0,10.037883736189556,3-5억,False,False,True,False,False
SAMPLE-001115,2024타경84891,단독주택,경기 송파구,949156840,949156840,949156840,17,83.05,1,경기,1.0,2026-02-02 20:53:01,20.6710846126763,20.6710846126763,1.0,2.8903717578961645,2.5654568776880704,4.431411859854625,37780958.00100507,17.44731580354303,1,1.0,0,True,False,False,False,False,False,1,False,True,False,False,False,59.74711916956155,17.0,12.808427687329923,5-10억,False,False,False,True,False
SAMPLE-001116,2024타경90000,상가,경기 중구,335200536,335200536,335200536,7,153.52,1,경기,1.0,2026-02-02 20:53:01,19.63023952859956,19.63023952859956,1.0,2.0794415416798357,1.0563645966950879,5.040323537798081,7217958.216874319,15.79208281397139,1,1.0,0,True,False,False,False,False,False,2,False,False,True,False,False,40.81993554889552,7.0,10.481058148004005,3-5억,False,False,True,False,False
SAMPLE-001117,2024타경82836,다세대,부산 남구,241456249,98900479,122208154,1,43.85,5,부산,0.506129597002064,2026-02-02 20:53:01,19.30219885522526,18.40962464996842,0.4095999975548365,0.6931471805599453,0.15090922809929827,3.803323588504805,18203021.11819972,16.717098188712708,25,0.6,3,False,False,False,True,False,False,0,True,False,False,False,False,13.379264715106792,0.4095999975548365,2.6362630221292394,1-3억,False,True,False,False,False
SAMPLE-001118,2024타경26643,단독주택,기타 서초구,485593039,485593039,485593039,9,115.42,1,기타,1.0,2026-02-02 20:53:01,20.000881464822662,20.000881464822662,1.0,2.302585092994046,1.3581830528936845,4.75720434184359,13908042.32046525,16.447977886892588,1,1.0,1,False,True,False,False,False,False,1,False,True,False,False,False,46.05373150764158,9.0,10.953867801855601,3-5억,False,False,True,False,False
SAMPLE-001119,2024타경21829,아파트,경기 서초구,402862683,322290146,336890446,6,106.85,2,경기,0.8362413800436314,2026-02-02 20:53:01,19.814106327356455,19.590962775421687,0.7999999990071058,1.9459101490553132,0.9054553685957897,4.680741372835166,12463991.244387552,16.338354424851424,4,0.9,0,True,False,False,False,False,False,3,False,False,False,True,False,38.556470596864024,4.7999999940426346,9.10830214250305,3-5억,False,False,True,False,False
SAMPLE-001120,2024타경34592,상가,기타 서초구,256068680,256068680,256068680,7,52.09,1,기타,1.0,2026-02-02 20:53:01,19.36095625161806,19.36095625161806,1.0,2.0794415416798357,1.0563645966950879,3.97198858659558,16250874.122823022,16.60365731900215,1,1.0,1,False,True,False,False,False,False,2,False,False,True,False,False,40.25997671626051,7.0,8.259518070045026,1-3억,False,True,False,False,False
SAMPLE-001121,2024타경26756,오피스텔,대구 중구,271524735,217219788,217219788,4,79.96,2,대구,0.8,2026-02-02 20:53:01,19.41956380184374,19.196420251450256,0.8,1.6094379124341003,0.6036369123971931,4.3939552055391555,11225643.193497576,16.233711379121626,4,0.9,2,False,False,True,False,False,False,4,False,False,False,False,True,31.254582225620208,3.2,7.0717980933318865,1-3억,False,True,False,False,False
SAMPLE-001122,2024타경79529,단독주택,대구 송파구,712002847,712002847,712002847,7,55.35,1,대구,1.0,2026-02-02 20:53:01,20.38359246936825,20.38359246936825,1.0,2.0794415416798357,1.0563645966950879,4.031582240485785,42524452.02953407,17.56558983383624,1,1.0,2,False,False,True,False,False,False,1,False,True,False,False,False,42.3864889494766,7.0,8.383439589564807,5-10억,False,False,False,True,False
SAMPLE-001123,2024타경13709,아파트,부산 남구,180041720,92181360,113400212,3,78.57,4,부산,0.6298551913412069,2026-02-02 20:53:01,19.00869916533021,18.33926850973866,0.5119999964452684,1.3862943611198906,0.45272768429789484,4.3766371373894435,7575146.23481509,15.840383346110098,16,0.7,3,False,False,False,True,False,False,3,False,False,False,True,False,26.351652465121642,1.5359999893358052,6.067307384230885,1-3억,False,True,False,False,False
SAMPLE-001124,2024타경11634,단독주택,부산 중구,599966003,599966003,599966003,9,71.34,1,부산,1.0,2026-02-02 20:53:01,20.212383551575183,20.212383551575183,1.0,2.302585092994046,1.3581830528936845,4.281377226523952,27801495.480842527,17.140600407458205,1,1.0,3,False,False,False,True,False,False,1,False,True,False,False,False,46.54073305973507,9.0,9.858235379278243,5-10억,False,False,False,True,False
SAMPLE-001125,2024타경12870,상가,부산 강남구,1502055481,1502055481,1502055481,5,187.33,1,부산,1.0,2026-02-02 20:53:01,21.13010032835447,21.13010032835447,1.0,1.791759469228055,0.7545461404964914,5.2381957432066555,26506553.48562862,17.09290259945351,1,1.0,3,False,False,False,True,False,False,2,False,False,True,False,False,37.86005734906795,5.0,9.385586824560614,10억이상,False,False,False,False,True
SAMPLE-001126,2024타경41174,단독주택,경기 강남구,764818695,764818695,764818695,9,90.33,1,경기,1.0,2026-02-02 20:53:01,20.455149365009373,20.455149365009373,1.0,2.302585092994046,1.3581830528936845,4.514479320703588,27989884.4731851,17.147353769778555,1,1.0,0,True,False,False,False,False,False,1,False,True,False,False,False,47.099722002837204,9.0,10.394972786481969,5-10억,False,False,False,True,False
SAMPLE-001127,2024타경69341,아파트,서울 서초구,1280473551,1280473551,1280473551,10,127.65,1,서울,1.0,2026-02-02 20:53:01,20.970495808958685,20.970495808958685,1.0,2.3978952727983707,1.5090922809929828,4.857095538727753,33160755.319458876,17.3168776961576,1,1.0,4,False,False,False,False,True,False,3,False,False,False,True,False,50.285052768540076,10.0,11.646806431845334,10억이상,False,False,False,False,True
SAMPLE-001128,2024타경25933,다세대,대구 송파구,242673808,155311237,157758170,2,64.33,3,대구,0.650083217880687,2026-02-02 20:53:01,19.307228749752024,18.860941648668888,0.639999999505509,1.0986122886681098,0.30181845619859654,4.179451348852659,12470503.10061884,16.338876741908823,9,0.8,2,False,False,True,False,False,False,0,True,False,False,False,False,21.2111587646038,1.279999999011018,4.591596611740038,1-3억,False,True,False,False,False
SAMPLE-001129,2024타경17965,단독주택,서울 송파구,619477037,495581629,495581629,3,43.95,2,서울,0.7999999990314411,2026-02-02 20:53:01,20.24438619297123,20.021242640849888,0.7999999990314411,1.3862943611198906,0.45272768429789484,3.8055507609176296,46595175.73501067,17.657007590198468,4,0.9,4,False,False,False,False,True,False,1,False,True,False,False,False,28.064678423649386,2.3999999970943233,5.275613560815619,5-10억,False,False,False,True,False
SAMPLE-001130,2024타경72970,다세대,기타 남구,165419701,132335761,132335761,3,119.21,2,기타,0.8000000012090458,2026-02-02 20:53:01,18.92399645075138,18.700852902459783,0.8000000012090458,1.3862943611198906,0.45272768429789484,4.7892402133161625,4587215.726674437,15.338784020484617,4,0.9,1,False,True,False,False,False,False,0,True,False,False,False,False,26.234229569529457,2.400000003627137,6.639296701768818,1-3억,False,True,False,False,False
SAMPLE-001131,2024타경19542,단독주택,서울 강남구,492185144,251998794,294989699,1,96.71,4,서울,0.5993470192997129,2026-02-02 20:53:01,20.014365514644975,19.344934863718233,0.5120000005526376,0.6931471805599453,0.15090922809929827,4.582003907956252,16824096.0321862,16.638322763834143,16,0.7,4,False,False,False,False,True,False,1,False,True,False,False,False,13.872901027172363,0.5120000005526376,3.176003090114527,3-5억,False,False,True,False,False
SAMPLE-001132,2024타경75057,상가,서울 송파구,1730911361,1107783271,1107783271,4,70.45,3,서울,0.6399999999768908,2026-02-02 20:53:01,21.27191390559023,20.825626803250678,0.6399999999768908,1.6094379124341003,0.6036369123971931,4.268997904375876,81221022.40027216,18.212684680491137,9,0.8,4,False,False,False,False,True,False,2,False,False,True,False,False,34.23582470969105,2.5599999999075633,6.870687075404259,10억이상,False,False,False,False,True
SAMPLE-001133,2024타경89517,상가,대구 강남구,222487492,177989994,177989994,3,151.26,2,대구,0.8000000017978539,2026-02-02 20:53:01,19.220381446754704,18.99723789881147,0.8000000017978539,1.3862943611198906,0.45272768429789484,5.025589585878066,4862460.936945088,15.397055439000583,4,0.9,2,False,False,True,False,False,False,2,False,False,True,False,False,26.645106418209412,2.4000000053935615,6.966946504205609,1-3억,False,True,False,False,False
SAMPLE-001134,2024타경36921,단독주택,인천 중구,483130454,483130454,483130454,14,95.32,1,인천,1.0,2026-02-02 20:53:01,19.995797268315954,19.995797268315954,1.0,2.70805020110221,2.1127291933901757,4.567675981560511,16755407.76089588,16.634231675209044,1,1.0,5,False,False,False,False,False,True,1,False,True,False,False,False,54.14962281366204,14.0,12.369495860434675,3-5억,False,False,True,False,False
SAMPLE-001135,2024타경92782,아파트,기타 강남구,521030076,333459249,337394288,1,51.42,3,기타,0.6475524226743486,2026-02-02 20:53:01,20.071318327417966,19.62503122694873,0.640000000690939,0.6931471805599453,0.15090922809929827,3.95928819789526,33496955.93893748,17.32696515502565,9,0.8,1,False,True,False,False,False,False,3,False,False,False,True,False,13.91237770877092,0.640000000690939,2.7443694513953663,5-10억,False,False,False,True,False
SAMPLE-001136,2024타경52296,오피스텔,경기 강남구,591771649,302987084,339277578,2,67.4,4,경기,0.5733251644841809,2026-02-02 20:53:01,20.198631392085385,19.52920073880285,0.5119999995133258,1.0986122886681098,0.30181845619859654,4.225372824628505,29024776.172842532,17.183660408441845,16,0.7,0,True,False,False,False,False,False,4,False,False,False,False,True,22.190464661622453,1.0239999990266515,4.642046509341157,5-10억,False,False,False,True,False
SAMPLE-001137,2024타경63780,오피스텔,부산 남구,540855919,540855919,540855919,16,59.05,1,부산,1.0,2026-02-02 20:53:01,20.108663479714235,20.108663479714235,1.0,2.833213344056216,2.4145476495887723,4.095177548525992,30278635.922771715,17.22595296975977,1,1.0,3,False,False,False,True,False,False,4,False,False,False,False,True,56.972133701862276,16.0,11.602511676763264,5-10억,False,False,False,True,False
SAMPLE-001138,2024타경97472,단독주택,대구 서초구,383440817,383440817,383440817,8,68.12,1,대구,1.0,2026-02-02 20:53:01,19.7646958461328,19.7646958461328,1.0,2.1972245773362196,1.2072738247943862,4.2358441244958005,18607941.11509587,16.739099042982083,1,1.0,2,False,False,True,False,False,False,1,False,True,False,False,False,43.42747547669807,8.0,9.307100816107393,3-5억,False,False,True,False,False
SAMPLE-001139,2024타경12221,아파트,경기 남구,457940999,293082239,322242639,2,117.87,3,경기,0.7036771979440085,2026-02-02 20:53:01,19.942250912819627,19.49596381019121,0.6399999992138725,1.0986122886681098,0.30181845619859654,4.778030458992533,12843425.317288201,16.36834266776955,9,0.8,0,True,False,False,False,False,False,3,False,False,False,True,False,21.90880191652647,1.279999998427745,5.249202977879726,3-5억,False,False,True,False,False
SAMPLE-001140,2024타경42402,상가,경기 송파구,140918986,112735189,112735189,4,159.56,2,경기,0.8000000014192552,2026-02-02 20:53:01,18.763695722935744,18.540552175169672,0.8000000014192552,1.6094379124341003,0.6036369123971931,5.078667704488082,2919578.137398507,14.88695003282868,4,0.9,0,True,False,False,False,False,False,2,False,False,True,False,False,30.19900327387036,3.200000005677021,8.173800348257783,1-3억,False,True,False,False,False
SAMPLE-001141,2024타경34225,단독주택,경기 강남구,514560492,411648393,411648393,2,54.73,2,경기,0.7999999988339563,2026-02-02 20:53:01,20.058823682614488,19.835680130328573,0.7999999988339563,1.0986122886681098,0.30181845619859654,4.020518601581445,31080329.249674965,17.252085709201186,4,0.9,0,True,False,False,False,False,False,1,False,True,False,False,False,22.036870193947184,1.5999999976679127,4.4169911425161,5-10억,False,False,False,True,False
SAMPLE-001142,2024타경84681,단독주택,경기 서초구,421779051,337423240,337423240,5,44.55,2,경기,0.7999999981032723,2026-02-02 20:53:01,19.859992161428124,19.636848608335733,0.7999999981032723,1.791759469228055,0.7545461404964914,3.8188106237059674,31297663.577928044,17.259054038602905,4,0.9,0,True,False,False,False,False,False,1,False,True,False,False,False,35.58432901403379,3.9999999905163612,6.842390096213862,3-5억,False,False,True,False,False
SAMPLE-001143,2024타경14739,다세대,경기 서초구,328914668,328914668,328914668,11,78.8,1,경기,1.0,2026-02-02 20:53:01,19.61130891034715,19.61130891034715,1.0,2.4849066497880004,1.660001509092281,4.379523504455763,13798492.595544742,16.44006998442594,1,1.0,0,True,False,False,False,False,False,0,True,False,False,False,False,48.7322719223683,11.0,10.882707079124973,3-5억,False,False,True,False,False
SAMPLE-001144,2024타경66153,상가,경기 중구,1613281695,1032500285,1032500285,2,57.01,3,경기,0.640000000123971,2026-02-02 20:53:01,21.20153626188305,20.755249159797003,0.640000000123971,1.0986122886681098,0.30181845619859654,4.060615409477973,93547844.7307345,18.35398358242066,9,0.8,0,True,False,False,False,False,False,2,False,False,True,False,False,23.292268275947258,1.280000000247942,4.461041988407589,10억이상,False,False,False,False,True
SAMPLE-001145,2024타경82944,오피스텔,부산 서초구,378420651,302736520,302736520,2,31.65,2,부산,0.7999999978859504,2026-02-02 20:53:01,19.751516970819736,19.528373417523607,0.7999999978859504,1.0986122886681098,0.30181845619859654,3.48584485572244,39525350.98507697,17.49245284639845,4,0.9,3,False,False,False,True,False,False,4,False,False,False,False,True,21.699259263979283,1.5999999957719009,3.829591994887187,3-5억,False,False,True,False,False
SAMPLE-001146,2024타경22268,오피스텔,서울 남구,469050544,469050544,469050544,13,60.75,1,서울,1.0,2026-02-02 20:53:01,19.966221092458596,19.966221092458596,1.0,2.6390573296152584,1.9618199652908774,4.123093975508087,25523955.73240826,17.055128048796092,1,1.0,4,False,False,False,False,True,False,4,False,False,False,False,True,52.69200211877163,13.0,10.88108137675713,3-5억,False,False,True,False,False
SAMPLE-001147,2024타경17426,단독주택,서울 중구,1104127416,706641546,706641546,3,68.64,3,서울,0.6399999997826338,2026-02-02 20:53:01,20.822321192090914,20.37603408963231,0.6399999997826338,1.3862943611198906,0.45272768429789484,4.243339114899988,53176107.033462405,17.789119756322194,9,0.8,4,False,False,False,False,True,False,1,False,True,False,False,False,28.865866454022832,1.9199999993479013,5.88251708730532,10억이상,False,False,False,False,True
SAMPLE-001148,2024타경97638,오피스텔,서울 남구,310100543,158771478,224737619,3,35.39,4,서울,0.7247250095914859,2026-02-02 20:53:01,19.552407138341955,18.88297648737215,0.5119999999484038,1.3862943611198906,0.45272768429789484,3.5942940116240685,28966537.49600088,17.181651876793655,16,0.7,4,False,False,False,False,True,False,4,False,False,False,False,True,27.105391762203748,1.5359999998452114,4.982749520521437,3-5억,False,False,True,False,False
SAMPLE-001149,2024타경30826,아파트,서울 남구,180598183,115582837,130740973,5,141.49,3,서울,0.7239329368003664,2026-02-02 20:53:01,19.011785143525618,18.56549804297363,0.6399999993355415,1.791759469228055,0.7545461404964914,4.959271821807698,4219512.239570708,15.255230333286033,9,0.8,4,False,False,False,False,True,False,3,False,False,False,True,False,34.064546057841284,3.1999999966777075,8.88582224719981,1-3억,False,True,False,False,False
SAMPLE-001150,2024타경82337,단독주택,부산 송파구,395719998,395719998,395719998,3,36.97,1,부산,1.0,2026-02-02 20:53:01,19.796217445892257,19.796217445892257,1.0,1.3862943611198906,0.45272768429789484,3.636796374243711,35384508.5919564,17.381784700188874,1,1.0,3,False,False,False,True,False,False,1,False,True,False,False,False,27.44338461674364,3.0,5.04167030615532,3-5억,False,False,True,False,False
SAMPLE-001151,2024타경57052,상가,기타 중구,243470318,99725442,121735159,1,62.98,5,기타,0.5,2026-02-02 20:53:01,19.310505599833515,18.417931397961972,0.4095999989616804,0.6931471805599453,0.15090922809929827,4.158570534521372,12779621.393647203,16.36336245981418,25,0.6,1,False,True,False,False,False,False,2,False,False,True,False,False,13.385022511711636,0.4095999989616804,2.8825014411631535,1-3억,False,True,False,False,False
SAMPLE-001152,2024타경52973,단독주택,부산 서초구,386113440,197690081,223300299,2,50.2,4,부산,0.578328221364167,2026-02-02 20:53:01,19.771641772853346,19.102211119962867,0.5119999992748245,1.0986122886681098,0.30181845619859654,3.9357395320454622,25426455.500312798,17.051300784406106,16,0.7,3,False,False,False,True,False,False,1,False,True,False,False,False,21.72136861880042,1.023999998549649,4.323851814902021,3-5억,False,False,True,False,False
SAMPLE-001153,2024타경92209,다세대,서울 중구,457716786,457716786,457716786,7,96.15,1,서울,1.0,2026-02-02 20:53:01,19.941761181813863,19.941761181813863,1.0,2.0794415416798357,1.0563645966950879,4.576256175823449,15737008.238676654,16.571525772650038,1,1.0,4,False,False,False,False,True,False,0,True,False,False,False,False,41.46772661572212,7.0,9.516057197376183,3-5억,False,False,True,False,False
SAMPLE-001154,2024타경32129,단독주택,서울 서초구,387564916,387564916,387564916,13,70.12,1,서울,1.0,2026-02-02 20:53:01,19.775393920468407,19.775393920468407,1.0,2.6390573296152584,1.9618199652908774,4.264368591205649,18271624.841476005,16.72085991407607,1,1.0,4,False,False,False,False,True,False,1,False,True,False,False,False,52.188398271841166,13.0,11.253913186802361,3-5억,False,False,True,False,False
SAMPLE-001155,2024타경79499,상가,인천 중구,331287154,212023779,212023779,2,182.2,3,인천,0.6400000013281529,2026-02-02 20:53:01,19.6184960950123,19.172208996157046,0.6400000013281529,1.0986122886681098,0.30181845619859654,5.21057845224003,6010780.161660513,15.609065275046897,9,0.8,5,False,False,False,False,False,True,2,False,False,True,False,False,21.553120895167837,1.2800000026563059,5.724405518700157,3-5억,False,False,True,False,False
SAMPLE-001156,2024타경44905,단독주택,부산 남구,431019663,344815730,344815730,4,113.34,2,부산,0.7999999990719681,2026-02-02 20:53:01,19.881664271157202,19.658520719262974,0.7999999990719681,1.6094379124341003,0.6036369123971931,4.7391764658358255,12571540.410116857,16.346946199151635,4,0.9,3,False,False,False,True,False,False,1,False,True,False,False,False,31.998304240286885,3.1999999962878722,7.627410277831628,3-5억,False,False,True,False,False
SAMPLE-001157,2024타경68611,다세대,서울 송파구,450708981,450708981,450708981,13,105.85,1,서울,1.0,2026-02-02 20:53:01,19.92633241646163,19.92633241646163,1.0,2.6390573296152584,1.9618199652908774,4.671425981765156,14076023.09521114,16.45998348921606,1,1.0,4,False,False,False,False,True,False,0,True,False,False,False,False,52.58673361601319,13.0,12.328160976932491,3-5억,False,False,True,False,False
SAMPLE-001158,2024타경94285,아파트,인천 서초구,382988797,196090264,254672525,2,45.61,4,인천,0.6649607690744019,2026-02-02 20:53:01,19.763516298675412,19.094085646895053,0.5119999998328932,1.0986122886681098,0.30181845619859654,3.8418151103846494,27758795.609923154,17.139063342876618,16,0.7,5,False,False,False,False,False,True,3,False,False,False,True,False,21.712441873017283,1.0239999996657865,4.220665291059406,3-5억,False,False,True,False,False
SAMPLE-001159,2024타경42970,아파트,인천 송파구,937474928,749979942,749979942,2,60.27,2,인천,0.7999999995733219,2026-02-02 20:53:01,20.658700573051256,20.435557021470373,0.7999999995733219,1.0986122886681098,0.30181845619859654,4.115290326737563,51420120.64168542,17.755540125448487,4,0.9,5,False,False,False,False,False,True,3,False,False,False,True,False,22.69590231746903,1.5999999991466438,4.521108524390888,5-10억,False,False,False,True,False
SAMPLE-001160,2024타경30733,아파트,서울 송파구,667745377,427357041,490135569,3,47.56,3,서울,0.7340156680710348,2026-02-02 20:53:01,20.319417488178235,19.873130385737014,0.6399999995806784,1.3862943611198906,0.45272768429789484,3.8828001467512427,46413430.06485066,17.653099437914808,9,0.8,4,False,False,False,False,True,False,3,False,False,False,True,False,28.16869388510238,1.9199999987420353,5.382703948796731,5-10억,False,False,False,True,False
SAMPLE-001161,2024타경26494,오피스텔,서울 중구,824590462,422190316,504626825,4,79.92,4,서울,0.6119726679545319,2026-02-02 20:53:01,20.530397412562625,19.860966758487354,0.5119999993402786,1.6094379124341003,0.6036369123971931,4.393461012299545,34108094.12718504,17.3450453078394,16,0.7,4,False,False,False,False,True,False,4,False,False,False,False,True,33.04239995311725,2.0479999973611145,7.071002719995988,5-10억,False,False,False,True,False
SAMPLE-001162,2024타경74936,상가,대구 강남구,164330962,105171816,105171816,2,102.92,3,대구,0.6400000019472898,2026-02-02 20:53:01,18.917393019299737,18.47110592313693,0.6400000019472898,1.0986122886681098,0.30181845619859654,4.643621372362344,5278302.075269888,15.479115216767,9,0.8,2,False,False,True,False,False,False,2,False,False,True,False,False,20.78288044056701,1.2800000038945796,5.1015395035991435,1-3억,False,True,False,False,False
SAMPLE-001163,2024타경79711,다세대,경기 송파구,81531756,52180323,55679875,4,62.79,3,경기,0.6829225535139952,2026-02-02 20:53:01,18.216503158756453,17.770216046929164,0.6399999896972659,1.6094379124341003,0.6036369123971931,4.1555964382538635,4292506.228948917,15.272381555840624,9,0.8,0,True,False,False,False,False,False,0,True,False,False,False,False,29.31833081567818,2.5599999587890636,6.688174456501881,1억이하,True,False,False,False,False
SAMPLE-001164,2024타경54974,단독주택,인천 강남구,177606457,142085165,142085165,5,78.34,2,인천,0.7999999966217445,2026-02-02 20:53:01,18.995080750473853,18.77193719634443,0.7999999966217445,1.791759469228055,0.7545461404964914,4.373742415086184,7494623.22531369,15.829696551545963,4,0.9,5,False,False,False,False,False,True,1,False,True,False,False,False,34.034615803413075,3.9999999831087223,7.836694388195053,1-3억,False,True,False,False,False
SAMPLE-001165,2024타경77419,상가,서울 송파구,580002433,464001946,464001946,5,51.27,2,서울,0.7999999993103477,2026-02-02 20:53:01,20.178542858047656,19.955399306302414,0.7999999993103477,1.791759469228055,0.7545461404964914,3.9564225927248304,37397374.97320134,17.437111098779003,4,0.9,4,False,False,False,False,True,False,2,False,False,True,False,False,36.15509524113103,3.9999999965517388,7.0889576447825275,5-10억,False,False,False,True,False
SAMPLE-001166,2024타경98366,상가,대구 중구,806688731,645350985,645350985,3,101.65,2,대구,0.8000000002479271,2026-02-02 20:53:01,20.5084484417918,20.285304891097407,0.8000000002479271,1.3862943611198906,0.45272768429789484,4.6313251434649425,26234526.380831975,17.082586940106754,4,0.9,2,False,False,True,False,False,False,2,False,False,True,False,False,28.43074643017398,2.4000000007437814,6.420379930898218,5-10억,False,False,False,True,False
SAMPLE-001167,2024타경18048,단독주택,서울 송파구,1077194766,689404650,771198481,6,95.89,3,서울,0.7159322578810228,2026-02-02 20:53:01,20.797626060924824,20.351338958470468,0.639999999777199,1.9459101490553132,0.9054553685957897,4.573576314396913,37136035.38489781,17.43009838727016,9,0.8,4,False,False,False,False,True,False,1,False,True,False,False,False,40.470311628210894,3.839999998663194,8.899768567663948,10억이상,False,False,False,False,True
SAMPLE-001168,2024타경27822,아파트,경기 강남구,532061949,532061949,532061949,11,147.02,1,경기,1.0,2026-02-02 20:53:01,20.092270487894872,20.092270487894872,1.0,2.4849066497880004,1.660001509092281,4.99734739976932,11963559.21665799,16.29737593916785,1,1.0,0,True,False,False,False,False,False,3,False,False,False,True,False,49.92741654470916,11.0,12.417941784987557,5-10억,False,False,False,True,False
SAMPLE-001169,2024타경42894,상가,경기 남구,264833346,211866677,211866677,4,76.85,2,경기,0.800000000755192,2026-02-02 20:53:01,19.394611306877717,19.171467757451488,0.800000000755192,1.6094379124341003,0.6036369123971931,4.354783898280007,11392090.247718805,16.248429922408594,4,0.9,0,True,False,False,False,False,False,2,False,False,True,False,False,31.21442273421207,3.200000003020768,7.008754306349408,1-3억,False,True,False,False,False
SAMPLE-001170,2024타경99782,다세대,경기 남구,214306274,171445019,171445019,5,49.33,2,경기,0.7999999990667562,2026-02-02 20:53:01,19.182916741396355,18.959773190082146,0.7999999990667562,1.791759469228055,0.7545461404964914,3.9186013207882686,14361453.325805463,16.480058392626564,4,0.9,0,True,False,False,False,False,False,0,True,False,False,False,False,34.3711727188103,3.999999995333781,7.021191022651943,1-3억,False,True,False,False,False
SAMPLE-001171,2024타경69432,아파트,인천 남구,446279575,228495142,285125017,1,81.79,4,인천,0.6388932699866445,2026-02-02 20:53:01,19.916456165612615,19.247025512055117,0.5119999991037009,0.6931471805599453,0.15090922809929827,4.416307281150715,18037710.96913179,16.70797523357563,16,0.7,5,False,False,False,False,False,True,3,False,False,False,True,False,13.805035437940123,0.5119999991037009,3.061150940415976,3-5억,False,False,True,False,False
SAMPLE-001172,2024타경36817,상가,서울 중구,2242228608,2242228608,2242228608,20,130.15,1,서울,1.0,2026-02-02 20:53:01,21.530736122945868,21.530736122945868,1.0,3.044522437723423,3.0181845619859655,4.876341706312883,56952178.07805996,17.857722510129143,1,1.0,4,False,False,False,False,True,False,2,False,False,True,False,False,65.55080922701092,20.0,14.846131738876094,10억이상,False,False,False,False,True
SAMPLE-001173,2024타경28001,오피스텔,경기 송파구,240192436,240192436,240192436,9,58.97,1,경기,1.0,2026-02-02 20:53:01,19.296950980853005,19.296950980853005,1.0,2.302585092994046,1.3581830528936845,4.093844437180419,13464890.314027162,16.415596212455725,1,1.0,0,True,False,False,False,False,False,4,False,False,False,False,True,44.43287166874896,9.0,9.426425174088232,1-3억,False,True,False,False,False
SAMPLE-001174,2024타경47252,상가,서울 서초구,2352355850,1505507744,1522768970,4,175.47,3,서울,0.6473378464401974,2026-02-02 20:53:01,21.578683152732403,21.132396050343104,0.64,1.6094379124341003,0.6036369123971931,5.173150890255142,44317450.13510351,17.60688908825997,9,0.8,4,False,False,False,False,True,False,2,False,False,True,False,False,34.729550766410526,2.56,8.325865169518844,10억이상,False,False,False,False,True
SAMPLE-001175,2024타경92941,상가,대구 서초구,968777058,968777058,968777058,6,128.79,1,대구,1.0,2026-02-02 20:53:01,20.69154507011271,20.69154507011271,1.0,1.9459101490553132,0.9054553685957897,4.865917759699667,24866595.12987701,17.029035939901735,1,1.0,2,False,False,True,False,False,False,2,False,False,True,False,False,40.263887551567755,6.0,9.468638753068076,5-10억,False,False,False,True,False
SAMPLE-001176,2024타경23348,상가,인천 강남구,1308990824,837754127,839556344,3,196.27,3,인천,0.6413767985282683,2026-02-02 20:53:01,20.992522314682308,20.546235212053887,0.639999999724979,1.3862943611198906,0.45272768429789484,5.284573348755777,22047395.900486216,16.908705098488443,9,0.8,5,False,False,False,False,False,True,2,False,False,True,False,False,29.101815310527556,1.919999999174937,7.32597423430459,10억이상,False,False,False,False,True
SAMPLE-001177,2024타경17943,다세대,경기 송파구,77438571,61950856,61950856,6,70.13,2,경기,0.7999999896692308,2026-02-02 20:53:01,18.16499556067993,17.941851999680626,0.7999999896692308,1.9459101490553132,0.9054553685957897,4.264509188745424,3650296.2502931394,15.110319160679222,4,0.9,0,True,False,False,False,False,False,0,True,False,False,False,False,35.347449219071784,4.799999938015385,8.298351711119361,1억이하,True,False,False,False,False
SAMPLE-001178,2024타경21565,다세대,기타 남구,333291224,266632979,266632979,3,58.33,2,기타,0.7999999993999242,2026-02-02 20:53:01,19.624527215298627,19.40138366398442,0.7999999993999242,1.3862943611198906,0.45272768429789484,4.083115080270552,18888893.71246244,16.754084725985106,4,0.9,1,False,True,False,False,False,False,0,True,False,False,False,False,27.205371418212316,2.3999999981997724,5.660399411582656,3-5억,False,False,True,False,False
